基金代码,基金名称,一级分类,二级分类,基金公司,基金规模(亿),风险等级,管理费(%),YTD(%),近1年(%),近3年(%),近5年(%),1年最大回撤(%),1年夏普比率,持有人数,总管理规模(亿),评级,3月评分,6月评分,1年评分,2年评分,3年评分,5年评分,7年评分,10年评分
004331,太平日日鑫B,货币型,货币型-普通货币,太平基金,94.99,低,0.25%（每年）,1.28,1.4,,,,,,,,,,,,,,,
004369,前海开源聚财宝B,货币型,货币型-普通货币,前海开源基金,96.54,低,0.15%（每年）,1.39,1.25,,,,,,,,,,,,,,,
017323,农银中证1000指数增强A,指数型,指数型-股票,农银汇理基金,0.29,中高,0.80%（每年）,11.04,34.96,,,-11.95,1.59,0,21.41亿(17只基金),blue,57.58,55.02,58.77,58.56,55.64,55.64,0.0,16.5
017324,农银中证1000指数增强C,指数型,指数型-股票,农银汇理基金,0.29,中高,0.80%（每年）,10.82,34.4,,,-11.98,1.56,0,21.41亿(17只基金),blue,56.97,54.32,58.19,58.15,55.19,55.19,0.0,16.39
017320,浦银颐和稳健养老一年(FOF)Y,FOF,FOF-稳健型,浦银安盛基金,6.01,中,0.30%（每年）,4.53,9.41,17.03,,-2.88,1.59,0,74.23亿(13只基金),blue,57.53,55.74,52.03,46.39,49.9,47.4,47.4,19.08
017412,创金合信中证科创创业50指数增强A,指数型,指数型-股票,创金合信基金,2.05,中高,1.00%（每年）,50.02,154.26,136.99,,-13.71,2.97,1,70.09亿(23只基金),orange,34.21,46.98,63.33,58.07,51.68,51.68,0.0,17.28
017434,华宝中证沪港深新消费指数A,指数型,指数型-股票,华宝基金,5.77,中高,0.50%（每年）,-35.4,-32.55,-6.72,,-43.11,-1.66,2,391.40亿(20只基金),orange,25.37,25.26,44.79,60.33,56.91,56.91,0.0,18.46
017321,浦银安盛颐享稳健养老目标一年持有混合(FOF)Y,FOF,FOF-稳健型,浦银安盛基金,3.9,中,0.30%（每年）,3.71,8.01,7.92,,-3.44,1.12,0,4.55亿(5只基金),blue,47.4,36.05,41.17,44.84,43.96,41.48,41.48,17.33
017322,中加安瑞稳健养老目标一年持有混合(FOF)Y,FOF,FOF-稳健型,中加基金,0.58,中,0.30%（每年）,-1.27,3.08,5.91,,-3.36,0.3,0,5.46亿(6只基金),orange,36.55,31.22,32.36,40.57,41.79,42.91,2.46,15.91
017325,农银鑫享稳健养老一年持有混合(FOF)A,FOF,FOF-稳健型,农银汇理基金,0.76,中,0.60%（每年）,3.78,10.06,5.44,,-3.73,1.48,1,4.40亿(6只基金),orange,45.87,41.2,42.07,39.84,38.97,38.97,0.0,13.55
017327,嘉实民安添岁稳健养老一年持有混合(FOF)Y,FOF,FOF-稳健型,嘉实基金,3.86,中,0.30%（每年）,-0.97,3.23,6,,-2.73,0.37,0,14.32亿(12只基金),orange,46.86,47.69,44.35,44.21,43.91,44.07,2.2,16.43
017330,银河颐年稳健养老一年持有混合(FOF)Y,FOF,FOF-稳健型,银河基金,0.46,中,0.30%（每年）,4.45,14.74,14.8,,-4.68,1.71,0,0.57亿(3只基金),orange,44.87,43.25,46.38,43.34,42.76,42.47,42.47,17.53
017331,易方达汇康稳健养老目标一年持有混合(FOF)Y,FOF,FOF-稳健型,易方达基金,2.69,中,0.30%（每年）,12.14,28.6,34.63,,-4.44,2.8,1,43.51亿(18只基金),blue,47.5,48.61,51.17,48.03,49.72,50.14,2.43,18.11
015114,汇添富高端制造股票C,股票型,股票型,汇添富基金,11.92,中高,1.20%（每年）,5.6,34.46,26.94,,-6.67,2.06,0,16.53亿(6只基金),green,75.91,77.67,59.9,56.0,53.03,54.46,54.46,26.47
017334,平安养老目标日期2035三年持有混合(FOF)Y,FOF,FOF-均衡型,平安基金,4.42,中,0.30%（每年）,4.39,17.88,10.62,,-6.68,1.55,1,66.00亿(17只基金),orange,42.54,37.29,47.77,46.12,43.19,44.83,2.67,16.74
017338,嘉实悦康养老一年持有混合(FOF)Y,FOF,FOF-稳健型,嘉实基金,0.59,中,0.30%（每年）,-0.71,3.22,4.87,,-2.61,0.38,0,14.32亿(12只基金),orange,46.05,46.3,43.33,43.76,43.25,43.35,2.16,16.23
017340,易方达汇智平衡养老目标三年持有混合(FOF)Y,FOF,FOF-均衡型,易方达基金,4.42,中高,0.45%（每年）,6.73,24.07,28.25,,-5.87,1.99,3,22.20亿(13只基金),orange,44.04,39.94,45.98,46.88,46.17,47.32,2.59,17.33
017343,万家稳健养老三年持有混合(FOF)Y,FOF,FOF-稳健型,万家基金,3.94,中,0.45%（每年）,4.32,10.05,14.04,,-2.84,1.82,0,3.94亿(2只基金),orange,45.67,44.53,44.42,44.07,45.32,45.76,2.32,16.8
018728,华夏智胜新锐股票A,股票型,股票型,华夏基金,22.7,中高,1.00%（每年）,9.49,38.96,,,-12.42,1.75,4,338.33亿(21只基金),green,76.36,77.16,76.05,70.09,66.61,66.61,0.0,19.34
017345,华商嘉悦平衡养老目标三年持有混合发起(FOF)Y,FOF,FOF-均衡型,华商基金,1.34,中高,0.30%（每年）,-5.66,9.39,11.25,,-10.97,0.76,0,17.92亿(10只基金),orange,31.24,32.2,48.89,48.7,45.82,46.13,46.13,18.74
017347,华安稳健养老目标一年持有混合发起式(FOF)Y,FOF,FOF-稳健型,华安基金,1.51,中,0.30%（每年）,3.39,7.75,12.82,,-2.29,1.52,0,62.78亿(14只基金),orange,46.01,41.45,42.44,43.71,45.29,45.85,2.37,16.83
004865,格林货币A,货币型,货币型-普通货币,格林基金,0.54,低,0.30%（每年）,0.79,1,,,,,,,,,,,,,,,
004970,南方天天宝货币A,货币型,货币型-普通货币,南方基金,48.39,低,0.32%（每年）,0.99,0.94,,,,,,,,,,,,,,,
008983,财通科技创新混合A,混合型,混合型-偏股,财通基金,2.61,中高,1.20%（每年）,107.24,145.01,156.38,129.46,-15.79,2.58,1,5.06亿(4只基金),green,82.49,72.33,71.31,58.44,59.58,56.72,57.35,57.35
017349,华安平衡养老目标三年持有混合发起式(FOF)Y,FOF,FOF-均衡型,华安基金,1.62,中高,0.30%（每年）,7.92,23.68,21.46,,-6.19,2.16,0,4.29亿(6只基金),orange,36.32,48.02,49.42,48.46,44.78,45.54,2.42,16.92
005020,中信保诚智惠金货币A,货币型,货币型-普通货币,中信保诚基金,29.03,低,0.15%（每年）,1.27,1.24,,,,,,,,,,,,,,,
005148,新华活期添利货币E,货币型,货币型-普通货币,新华基金,25.4,低,0.20%（每年）,1.27,1.37,,,,,,,,,,,,,,,
005134,长信长金通货币A,货币型,货币型-普通货币,长信基金,3.61,低,0.15%（每年）,1.26,1.29,,,,,,,,,,,,,,,
005122,易方达天天理财货币C,货币型,货币型-普通货币,易方达基金,16.23,低,0.33%（每年）,0.95,0.83,,,,,,,,,,,,,,,
005135,长信长金通货币B,货币型,货币型-普通货币,长信基金,463.51,低,0.15%（每年）,1.4,1.43,,,,,,,,,,,,,,,
007961,浦银安盛日日盈货币E,货币型,货币型-普通货币,浦银安盛基金,226,低,0.33%（每年）,1,0.92,,,,,,,,,,,,,,,
009036,浦银安盛中债1-3年国开债C,指数型,指数型-固收,浦银安盛基金,2.61,中低,0.15%（每年）,1.32,1.69,2.76,3.17,-0.28,-0.8,0,322.50亿(19只基金),blue,60.89,50.05,36.52,35.72,43.9,41.66,41.6,41.6
009043,九泰久信量化股票,股票型,股票型,九泰基金,0.13,中高,1.20%（每年）,-4.84,14.56,1.5,-17.73,-17,0.89,0,3.24亿(15只基金),green,82.24,80.06,59.38,53.49,51.02,51.94,51.87,51.87
009046,东财创业板ETF发起式联接A,指数型,指数型-股票,东财基金,2.91,中高,0.15%（每年）,26.01,97.56,90.47,48.14,-11.58,2.5,1,28.44亿(22只基金),orange,37.01,44.14,62.81,57.77,51.99,54.91,56.04,56.04
008393,博时现金收益货币C,货币型,货币型-普通货币,博时基金,0.4,低,0.33%（每年）,0.96,0.86,,,,,,,,,,,,,,,
008733,易方达易理财货币B,货币型,货币型-普通货币,易方达基金,0.15,低,0.27%（每年）,1.26,1.21,,,,,,,,,,,,,,,
009586,富国富钱包货币B,货币型,货币型-普通货币,富国基金,26.23,低,0.27%（每年）,1.27,1.25,,,,,,,,,,,,,,,
009393,嘉实现金宝货币E,货币型,货币型-普通货币,嘉实基金,1.25,低,0.18%（每年）,0.96,0.9,,,,,,,,,,,,,,,
009589,汇添富现金宝货币C,货币型,货币型-普通货币,汇添富基金,0.29,低,0.27%（每年）,,1.76,,,,,,,,,,,,,,,
009047,东财创业板ETF发起式联接C,指数型,指数型-股票,东财基金,2.91,中高,0.15%（每年）,25.86,97.04,89.01,46.24,-11.59,2.49,1,28.44亿(22只基金),orange,36.78,43.88,62.59,57.6,51.8,54.71,55.85,55.85
009052,易方达中证红利ETF联接发起式C,指数型,指数型-股票,易方达基金,53.3,中高,0.15%（每年）,-5.84,-5.45,-1.5,4.77,-12.74,-0.56,12,847.89亿(18只基金),green,77.38,54.5,48.4,48.72,53.45,53.78,52.97,52.97
009712,信澳慧管家货币B,货币型,货币型-普通货币,信达澳亚基金,25.12,低,0.25%（每年）,1.25,1.28,,,,,,,,,,,,,,,
000004,中海可转债债券C,债券型,债券型-混合二级,中海基金,1.2,中高,0.75%（每年）,-0.1,14.37,24.2,17.56,-14.22,0.74,1,7.19亿(11只基金),orange,46.03,40.92,54.0,55.87,51.29,51.51,50.29,46.7
009713,信澳慧管家货币D,货币型,货币型-普通货币,信达澳亚基金,32.54,低,0.40%（每年）,0.87,0.89,,,,,,,,,,,,,,,
015143,中欧智能制造混合A,混合型,混合型-偏股,中欧基金,7.28,中高,1.20%（每年）,29.33,68.38,153.82,,-18.37,1.85,2,58.82亿(5只基金),orange,39.4,34.03,50.33,67.78,61.82,62.75,62.75,27.53
009054,圆信永丰沣泰A,混合型,混合型-偏债,圆信永丰基金,0.25,中,1.00%（每年）,17.92,50.51,66.65,73.09,-8.17,2.77,0,14.52亿(7只基金),green,71.91,74.44,64.22,58.93,57.92,56.4,54.05,54.05
017355,天弘永裕平衡养老三年持有期混合发起式(FOF)Y,FOF,FOF-均衡型,天弘基金,1.73,中高,0.35%（每年）,5.84,15.6,26.06,,-5.84,1.39,0,35.99亿(13只基金),orange,45.59,38.52,43.74,48.55,48.93,47.19,47.19,19.03
020404,易方达信创ETF联接C,指数型,指数型-股票,易方达基金,0.91,中高,0.50%（每年）,48.25,101.05,,,-18.45,2.13,0,99.48亿(13只基金),orange,40.5,35.74,45.73,59.39,61.21,0.0,0.0,14.17
000021,华夏优势增长混合,混合型,混合型-偏股,华夏基金,51.71,中高,1.20%（每年）,35.23,92.74,79.33,47.37,-13.85,2.61,17,78.91亿(4只基金),orange,32.65,37.33,49.74,52.93,48.53,52.07,54.45,53.46
017358,南方富瑞稳健养老目标一年持有混合(FOF)Y,FOF,FOF-稳健型,南方基金,0.85,中,0.45%（每年）,-0.56,3.2,8.36,,-3.77,0.38,0,60.47亿(18只基金),orange,35.23,43.3,38.19,43.81,45.89,45.93,2.21,16.83
016934,景顺长城睿丰短债C,债券型,债券型-中短债,景顺长城基金,33.06,中低,0.30%（每年）,0.64,1.34,7.02,,-0.02,-5.94,4,2046.95亿(13只基金),orange,34.77,32.81,23.57,30.72,41.87,42.03,2.14,15.24
017362,华夏养老2050五年持有混合发起式(FOF)Y,FOF,FOF-进取型,华夏基金,3.05,中高,0.45%（每年）,25.99,52.92,47.91,,-9.26,2.45,1,102.96亿(14只基金),blue,58.83,53.19,61.04,53.49,48.61,48.02,2.07,17.87
017363,华夏稳健养老一年持有混合(FOF)Y,FOF,FOF-稳健型,华夏基金,0.67,中,0.30%（每年）,-2.55,0.61,7.78,,-3.59,-0.34,0,49.44亿(13只基金),orange,35.3,35.61,37.47,45.46,46.12,45.77,2.09,16.85
009055,圆信永丰大湾区A,混合型,混合型-偏股,圆信永丰基金,0.24,中高,1.20%（每年）,71.89,188.75,200.25,180.96,-13.48,3.33,0,3.81亿(7只基金),blue,50.46,55.16,58.37,61.72,57.84,60.1,60.0,60.0
016430,华夏快线货币B,货币型,货币型-普通货币,华夏基金,136.27,低,0.20%（每年）,1.36,1.19,,,,,,,,,,,,,,,
017010,摩根天添盈货币C,货币型,货币型-普通货币,摩根基金(中国),43.73,低,0.33%（每年）,0.94,1.17,,,,,,,,,,,,,,,
009056,圆信永丰大湾区C,混合型,混合型-偏股,圆信永丰基金,0.24,中高,1.20%（每年）,71.57,186.99,195.99,174.64,-13.54,3.31,0,3.81亿(7只基金),blue,50.23,54.74,58.1,61.47,57.48,59.76,59.65,59.65
009057,博时科技创新混合A,混合型,混合型-偏股,博时基金,4.08,中高,1.20%（每年）,-3.3,6,20.31,-3.44,-6.87,0.51,1,6.28亿(6只基金),orange,24.53,23.89,31.34,47.99,47.72,51.39,53.21,53.21
009058,博时科技创新混合C,混合型,混合型-偏股,博时基金,4.08,中高,1.20%（每年）,-3.53,5.45,18.48,-5.89,-7.1,0.45,1,6.28亿(6只基金),orange,24.24,23.59,30.96,47.66,47.31,50.93,52.78,52.78
017492,诺安货币D,货币型,货币型-普通货币,诺安基金,14.48,低,0.33%（每年）,0.93,0.74,,,,,,,,,,,,,,,
009059,南方沪深300增强A,指数型,指数型-股票,南方基金,4.65,中高,0.50%（每年）,6.54,31.78,42.12,8.3,-6.52,1.77,2,26.33亿(8只基金),orange,39.56,58.91,57.36,55.22,53.33,49.86,51.43,51.43
009067,国泰中证新能源汽车ETF联接A,指数型,指数型-股票,国泰基金,4.11,中高,0.50%（每年）,-6.41,46.15,17.31,13.31,-18.25,1.39,1,154.15亿(47只基金),orange,40.82,43.17,52.8,55.93,49.93,53.56,55.64,55.64
017542,泓德泓利货币C,货币型,货币型-普通货币,泓德基金,0,低,0.25%（每年）,0.73,0.68,,,,,,,,,,,,,,,
017898,海富通货币C,货币型,货币型-普通货币,海富通基金,0,低,0.30%（每年）,,0,,,,,,,,,,,,,,,
017930,华泰柏瑞交易货币D,货币型,货币型-普通货币,华泰柏瑞基金,124.08,低,0.15%（每年）,1.37,1.33,,,,,,,,,,,,,,,
009068,国泰中证新能源汽车ETF联接C,指数型,指数型-股票,国泰基金,4.11,中高,0.50%（每年）,-6.54,45.7,16.22,11.56,-18.29,1.38,1,154.15亿(47只基金),orange,40.47,42.91,52.54,55.75,49.75,53.39,55.48,55.48
018202,中信建投添鑫宝C,货币型,货币型-普通货币,中信建投基金,0.96,低,0.33%（每年）,0.91,0.81,,,,,,,,,,,,,,,
018486,国投瑞银货币D,货币型,货币型-普通货币,国投瑞银基金,21.11,低,0.33%（每年）,0.86,0.76,,,,,,,,,,,,,,,
009069,大成睿鑫股票A,股票型,股票型,大成基金,2.33,中高,1.20%（每年）,2,12.02,41.58,40.41,-14,0.58,1,8.30亿(14只基金),orange,24.86,48.07,42.83,54.21,56.16,56.93,54.78,54.78
017364,南方富祥稳健养老目标一年持有混合(FOF)Y,FOF,FOF-稳健型,南方基金,1.22,中,0.30%（每年）,6.33,15.76,21.14,,-4.02,2.1,1,45.99亿(19只基金),blue,49.71,45.87,50.8,50.33,48.97,49.61,2.49,18.04
009070,大成睿鑫股票C,股票型,股票型,大成基金,2.33,中高,1.20%（每年）,1.8,11.55,39.84,37.57,-14.02,0.56,0,8.30亿(14只基金),orange,24.76,47.75,42.49,53.88,55.84,56.63,54.48,54.48
009076,工银圆兴混合,混合型,混合型-偏股,工银瑞信基金,24.07,中高,1.20%（每年）,21.74,73.71,72.69,22.1,-14.45,2.19,16,58.76亿(9只基金),orange,22.48,30.1,53.9,55.93,49.84,50.23,53.66,53.66
009077,红土创新稳进混合A,混合型,混合型-偏债,红土创新基金,4.73,中,0.60%（每年）,-0.23,0.72,8.55,21.66,-1.48,-0.5,1,13.67亿(12只基金),blue,63.83,56.68,47.55,44.94,52.27,50.29,48.64,48.64
017365,华夏福源养老2045三年持有混合发起式(FOF)Y,FOF,FOF-均衡型,华夏基金,5.95,中高,0.45%（每年）,-6.5,0.89,-8.38,,-9.18,-0.04,1,43.91亿(19只基金),orange,33.81,35.42,41.45,45.09,42.48,41.81,1.89,15.91
009078,红土创新稳进混合C,混合型,混合型-偏债,红土创新基金,4.73,中,0.60%（每年）,-0.27,0.61,8.21,21.04,-1.5,-0.54,2,13.67亿(12只基金),blue,63.48,55.73,46.95,44.45,51.83,49.94,48.32,48.32
024725,南方创业板人工智能ETF联接A,指数型,指数型-股票,南方基金,15.58,中高,0.50%（每年）,44.9,,,,,,7,238.49亿(24只基金),green,,,,,,,,
024148,长城恒生科技指数(QDII)A,QDII,指数型-海外股票,,,,,,,,,,,,,,,,,,,,,
024149,长城恒生科技指数(QDII)C,QDII,指数型-海外股票,,,,,,,,,,,,,,,,,,,,,
024166,西部利得恒生科技指数(QDII)A,QDII,指数型-海外股票,,,,,,,,,,,,,,,,,,,,,
024167,西部利得恒生科技指数(QDII)C,QDII,指数型-海外股票,,,,,,,,,,,,,,,,,,,,,
000031,华夏复兴混合A,混合型,混合型-偏股,华夏基金,18.11,中高,1.20%（每年）,1.38,42.45,8.05,-20.3,-9.56,2.13,6,21.69亿(5只基金),green,79.12,64.39,69.67,61.21,53.64,55.51,57.27,53.77
024393,永赢恒生消费指数发起(QDII)A,QDII,指数型-海外股票,,,,,,,,,,,,,,,,,,,,,
024394,永赢恒生消费指数发起(QDII)C,QDII,指数型-海外股票,,,,,,,,,,,,,,,,,,,,,
024846,富国中国中小盘混合(QDII)人民币C,QDII,QDII-混合偏股,,,,,,,,,,,,,,,,,,,,,
025070,东方红医疗创新混合(QDII)A,QDII,QDII-混合偏股,,,,,,,,,,,,,,,,,,,,,
017366,泰康新锐成长混合C,混合型,混合型-偏股,泰康基金,57.93,中高,1.20%（每年）,21.57,80.42,84.42,,-12.36,2.8,7,57.93亿(2只基金),orange,27.47,35.23,60.04,60.82,54.83,54.83,0.0,18.08
017368,汇添富添福盈和稳健养老一年持有混合(FOF)Y,FOF,FOF-稳健型,汇添富基金,4.86,中,0.30%（每年）,6.09,12.4,17.83,,-4.15,1.58,0,14.76亿(16只基金),orange,44.66,37.91,42.85,45.01,44.44,45.01,2.35,16.66
017370,银华尊和养老2040三年持有混合发起(FOF)Y,FOF,FOF-均衡型,银华基金,1.23,中高,0.40%（每年）,9.9,24.76,20.1,,-5.42,2.17,0,58.53亿(13只基金),orange,46.76,41.12,47.82,47.14,43.97,43.88,43.88,18.07
009086,鹏华价值共赢两年持有期混合,混合型,混合型-偏股,鹏华基金,3.94,中高,0.80%（每年）,4.23,33.34,32.5,-11.03,-13.71,1.58,4,7.78亿(3只基金),orange,35.46,38.17,46.89,53.31,47.97,46.92,48.33,48.33
009097,鹏华安泽混合C,混合型,混合型-偏债,鹏华基金,0.2,中,0.60%（每年）,0.73,1.63,4.97,11.4,-1.66,-0.18,0,67.98亿(25只基金),orange,33.9,35.15,30.23,32.9,41.25,42.99,41.83,41.83
009098,景顺长城价值领航两年持有,混合型,混合型-偏股,景顺长城基金,7.74,中高,0.80%（每年）,-16.32,-7.03,14.67,41.25,-21.64,-0.63,4,77.00亿(10只基金),blue,51.64,51.55,43.67,48.73,57.01,56.11,56.71,56.71
009103,鹏扬红利优选混合C,混合型,混合型-偏股,鹏扬基金,4.14,中高,1.20%（每年）,-12.72,1.05,15.62,3.27,-17.86,0.05,2,12.45亿(16只基金),blue,57.68,66.61,54.22,59.33,56.78,55.4,54.73,54.73
009104,新华纯债添利债券发起B,债券型,债券型-信用债,新华基金,2.33,中低,0.60%（每年）,1.45,1.82,7.59,7.84,-0.52,-0.48,0,12.10亿(11只基金),blue,60.54,60.89,45.41,42.9,50.25,43.73,41.88,41.88
000037,广发景宁债券A,债券型,债券型-长债,广发基金,226.94,中低,0.30%（每年）,1.77,2.49,11.13,17.52,-0.53,0.89,143,1060.30亿(40只基金),green,68.6,67.64,50.19,46.48,54.24,53.7,50.42,50.42
009106,嘉合同顺智选股票A,股票型,股票型,嘉合基金,0.53,中高,1.20%（每年）,6.9,24.1,21.66,-15.24,-5.18,1.52,0,1.05亿(3只基金),orange,40.28,40.39,45.45,47.85,47.39,47.64,47.93,47.93
009107,嘉合同顺智选股票C,股票型,股票型,嘉合基金,0.53,中高,1.20%（每年）,6.65,23.47,19.78,-17.5,-5.21,1.48,1,1.05亿(3只基金),orange,39.55,39.69,44.55,47.19,46.82,47.09,47.4,47.4
009114,鹏扬景泓回报灵活配置混合A,混合型,混合型-灵活,鹏扬基金,0.81,中高,1.20%（每年）,-3,8.45,12.72,-19.87,-9.86,0.59,1,14.73亿(12只基金),orange,43.2,35.04,38.62,45.15,46.54,47.09,47.91,47.91
009115,鹏扬景泓回报灵活配置混合C,混合型,混合型-灵活,鹏扬基金,0.81,中高,1.20%（每年）,-3.18,8.01,11.33,-21.39,-9.93,0.56,0,14.73亿(12只基金),orange,42.8,34.76,38.28,44.78,46.13,46.69,47.54,47.54
000042,财通中证ESG100指数增强A,指数型,指数型-股票,财通基金,0.33,中高,1.00%（每年）,0.08,16.94,23.73,13.35,-7.55,1.01,0,6.95亿(14只基金),orange,30.72,33.62,38.59,44.12,46.54,50.02,49.65,53.13
000045,工银产业债债券A,债券型,债券型-混合二级,工银瑞信基金,90.4,中,0.60%（每年）,2.28,8.1,15.62,5.77,-1.74,1.82,40,161.98亿(10只基金),blue,53.76,59.24,50.64,49.37,50.92,47.85,46.13,47.13
009116,东兴中证消费50A,指数型,指数型-股票,东兴基金,0.43,中高,0.70%（每年）,-19.71,-15.61,-20.1,-40.81,-23.1,-1.46,0,13.88亿(18只基金),orange,25.54,28.84,29.07,38.28,42.34,47.15,50.1,50.1
009117,东兴中证消费50C,指数型,指数型-股票,东兴基金,0.43,中高,0.70%（每年）,-19.75,-15.69,-20.34,-41.12,-23.16,-1.47,0,13.88亿(18只基金),orange,25.46,28.71,28.98,38.21,42.26,47.06,50.02,50.02
009119,广发品质回报混合A,混合型,混合型-偏股,广发基金,3.81,中高,1.20%（每年）,-8.8,6.45,4.67,-39.7,-16.85,0.34,5,18.09亿(12只基金),orange,23.52,29.54,38.96,52.05,49.06,50.59,51.7,51.7
009120,广发品质回报混合C,混合型,混合型-偏股,广发基金,3.81,中高,1.20%（每年）,-8.98,5.99,3.31,-40.97,-17.01,0.32,0,18.09亿(12只基金),orange,23.55,29.47,38.79,51.79,48.7,50.31,51.43,51.43
009121,广发招享混合A,混合型,混合型-偏债,广发基金,31.67,中,0.70%（每年）,-2.17,2.94,11.65,24.32,-3.87,0.24,14,577.10亿(16只基金),orange,28.23,28.0,40.93,46.63,46.79,50.26,49.39,49.39
009124,华泰保兴科荣混合A,混合型,混合型-偏债,华泰保兴基金,0.29,中,0.60%（每年）,18.8,16.54,3.94,12.6,-13.47,0.84,0,115.54亿(12只基金),blue,62.44,43.83,46.16,42.26,44.65,45.12,46.77,46.77
020408,华商数字经济混合A,混合型,混合型-偏股,华商基金,0.84,中高,1.20%（每年）,69.21,153.4,,,-21.03,2.8,0,17.64亿(9只基金),orange,44.16,42.94,56.03,64.87,64.87,0.0,0.0,11.49
